image_path,pred_label,prob_non_met,prob_stage4
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25377,y=37843,w=223,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25377,y=38066,w=223,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25377,y=38289,w=223,h=222].tif",stage4,0.27404534816741943,0.7259546518325806
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25377,y=38511,w=223,h=223].tif",stage4,0.2724786698818207,0.7275213599205017
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25377,y=38734,w=223,h=223].tif",non_met,0.7241714596748352,0.2758285403251648
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25377,y=38957,w=223,h=222].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25377,y=39179,w=223,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25377,y=39402,w=223,h=222].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25377,y=39624,w=223,h=223].tif",stage4,0.3181289732456207,0.6818710565567017
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25377,y=39847,w=223,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25377,y=40070,w=223,h=222].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25377,y=40292,w=223,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25377,y=40515,w=223,h=222].tif",stage4,0.27247700095176697,0.7275230288505554
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25377,y=40737,w=223,h=223].tif",stage4,0.4996797740459442,0.5003201961517334
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25377,y=40960,w=223,h=223].tif",stage4,0.47656354308128357,0.5234364867210388
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25377,y=41183,w=223,h=222].tif",non_met,0.7247319221496582,0.2752681374549866
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25377,y=41405,w=223,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25377,y=41628,w=223,h=222].tif",non_met,0.7247298955917358,0.2752700448036194
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25377,y=41850,w=223,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25377,y=42073,w=223,h=223].tif",stage4,0.272483229637146,0.727516770362854
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25600,y=37398,w=223,h=223].tif",stage4,0.27248069643974304,0.7275193333625793
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25600,y=37621,w=223,h=222].tif",stage4,0.27247682213783264,0.727523148059845
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25600,y=37843,w=223,h=223].tif",non_met,0.6955512762069702,0.3044487237930298
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25600,y=38066,w=223,h=223].tif",non_met,0.6496965885162354,0.35030341148376465
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25600,y=38289,w=223,h=222].tif",stage4,0.423683226108551,0.576316773891449
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25600,y=38511,w=223,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25600,y=38734,w=223,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25600,y=38957,w=223,h=222].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25600,y=39179,w=223,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25600,y=39402,w=223,h=222].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25600,y=39624,w=223,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25600,y=39847,w=223,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25600,y=40070,w=223,h=222].tif",stage4,0.2733664810657501,0.7266335487365723
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25600,y=40292,w=223,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25600,y=40515,w=223,h=222].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25600,y=40737,w=223,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25600,y=40960,w=223,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25600,y=41183,w=223,h=222].tif",non_met,0.724731981754303,0.275268018245697
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25600,y=41405,w=223,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25600,y=41628,w=223,h=222].tif",stage4,0.27247682213783264,0.727523148059845
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25600,y=41850,w=223,h=223].tif",stage4,0.2741996645927429,0.7258002758026123
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25600,y=42073,w=223,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25600,y=42296,w=223,h=222].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25823,y=36730,w=222,h=223].tif",non_met,0.6938097476959229,0.30619025230407715
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25823,y=36953,w=222,h=223].tif",stage4,0.2724805474281311,0.7275194525718689
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25823,y=37176,w=222,h=222].tif",stage4,0.27247700095176697,0.7275230288505554
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25823,y=37398,w=222,h=223].tif",stage4,0.3341195583343506,0.6658805012702942
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25823,y=37621,w=222,h=222].tif",stage4,0.3147861063480377,0.6852139234542847
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25823,y=37843,w=222,h=223].tif",non_met,0.7028404474258423,0.2971595525741577
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25823,y=38066,w=222,h=223].tif",stage4,0.27247682213783264,0.727523148059845
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25823,y=38289,w=222,h=222].tif",stage4,0.27247700095176697,0.7275230288505554
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25823,y=38511,w=222,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25823,y=38734,w=222,h=223].tif",stage4,0.4706190526485443,0.5293809771537781
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25823,y=38957,w=222,h=222].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25823,y=39179,w=222,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25823,y=39402,w=222,h=222].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25823,y=39624,w=222,h=223].tif",non_met,0.7245186567306519,0.27548137307167053
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25823,y=39847,w=222,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25823,y=40070,w=222,h=222].tif",stage4,0.27247652411460876,0.7275234460830688
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25823,y=40292,w=222,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25823,y=40515,w=222,h=222].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25823,y=40737,w=222,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25823,y=40960,w=222,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25823,y=41183,w=222,h=222].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25823,y=41405,w=222,h=223].tif",stage4,0.29044175148010254,0.7095581889152527
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25823,y=41628,w=222,h=222].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/190432620_HE/190432620_HE.vmic.svs - Series 0 [d=2.31884,x=25823,y=41850,w=222,h=223].tif",stage4,0.2725358307361603,0.7274641394615173
