image_path,pred_label,prob_non_met,prob_stage4
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=11353,y=26268,w=223,h=222].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=11353,y=26490,w=223,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=11353,y=26713,w=223,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=11353,y=26936,w=223,h=222].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=11353,y=27158,w=223,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=11353,y=27381,w=223,h=222].tif",non_met,0.5742342472076416,0.425765722990036
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=11576,y=26045,w=222,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=11576,y=26268,w=222,h=222].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=11576,y=26490,w=222,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=11576,y=26713,w=222,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=11576,y=26936,w=222,h=222].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=11576,y=27158,w=222,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=11576,y=27381,w=222,h=222].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=11576,y=27603,w=222,h=223].tif",stage4,0.336604505777359,0.6633954644203186
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=11798,y=26045,w=223,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=11798,y=26268,w=223,h=222].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=11798,y=26490,w=223,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=11798,y=26713,w=223,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=11798,y=26936,w=223,h=222].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=11798,y=27158,w=223,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=11798,y=27381,w=223,h=222].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=11798,y=27603,w=223,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=11798,y=27826,w=223,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=11798,y=28049,w=223,h=222].tif",stage4,0.4722873866558075,0.5277125835418701
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=12021,y=25823,w=222,h=222].tif",non_met,0.7247263193130493,0.2752736806869507
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=12021,y=26045,w=222,h=223].tif",stage4,0.2731916606426239,0.7268083095550537
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=12021,y=26268,w=222,h=222].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=12021,y=26490,w=222,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=12021,y=26713,w=222,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=12021,y=26936,w=222,h=222].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=12021,y=27158,w=222,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=12021,y=27381,w=222,h=222].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=12021,y=27603,w=222,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=12021,y=27826,w=222,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=12021,y=28049,w=222,h=222].tif",stage4,0.32897692918777466,0.6710230112075806
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=12243,y=25823,w=223,h=222].tif",non_met,0.6146113872528076,0.38538858294487
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=12243,y=26045,w=223,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=12243,y=26268,w=223,h=222].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=12243,y=26490,w=223,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=12243,y=26713,w=223,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=12243,y=26936,w=223,h=222].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=12243,y=27158,w=223,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=12243,y=27381,w=223,h=222].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=12243,y=27603,w=223,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=12243,y=27826,w=223,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=12243,y=28049,w=223,h=222].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=12243,y=28271,w=223,h=223].tif",non_met,0.724648654460907,0.2753513753414154
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=12466,y=25823,w=223,h=222].tif",stage4,0.27370592951774597,0.7262941002845764
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=12466,y=26045,w=223,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=12466,y=26268,w=223,h=222].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=12466,y=26490,w=223,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=12466,y=26713,w=223,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=12466,y=26936,w=223,h=222].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=12466,y=27158,w=223,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=12466,y=27381,w=223,h=222].tif",stage4,0.27247756719589233,0.7275223731994629
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=12466,y=27603,w=223,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=12466,y=27826,w=223,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/21034834_HE/21034834_HE.vmic.svs - Series 0 [d=2.31884,x=12466,y=28049,w=223,h=222].tif",stage4,0.27247685194015503,0.727523148059845
