image_path,pred_label,prob_non_met,prob_stage4
"/home/erensr/tiles/190433670_HE/190433670_HE.vmic.svs - Series 0 [d=2.31884,x=10017,y=112195,w=223,h=222].tif",stage4,0.27247682213783264,0.727523148059845
"/home/erensr/tiles/190433670_HE/190433670_HE.vmic.svs - Series 0 [d=2.31884,x=10017,y=112417,w=223,h=223].tif",non_met,0.724731981754303,0.275268018245697
"/home/erensr/tiles/190433670_HE/190433670_HE.vmic.svs - Series 0 [d=2.31884,x=10017,y=112640,w=223,h=223].tif",stage4,0.29982006549835205,0.700179934501648
"/home/erensr/tiles/190433670_HE/190433670_HE.vmic.svs - Series 0 [d=2.31884,x=10017,y=112863,w=223,h=222].tif",non_met,0.724731981754303,0.275268018245697
"/home/erensr/tiles/190433670_HE/190433670_HE.vmic.svs - Series 0 [d=2.31884,x=10017,y=113085,w=223,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/190433670_HE/190433670_HE.vmic.svs - Series 0 [d=2.31884,x=10017,y=113308,w=223,h=222].tif",stage4,0.27247682213783264,0.727523148059845
"/home/erensr/tiles/190433670_HE/190433670_HE.vmic.svs - Series 0 [d=2.31884,x=10017,y=113530,w=223,h=223].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/190433670_HE/190433670_HE.vmic.svs - Series 0 [d=2.31884,x=10017,y=113753,w=223,h=223].tif",stage4,0.37364938855171204,0.6263505816459656
"/home/erensr/tiles/190433670_HE/190433670_HE.vmic.svs - Series 0 [d=2.31884,x=10017,y=113976,w=223,h=222].tif",non_met,0.724731981754303,0.275268018245697
"/home/erensr/tiles/190433670_HE/190433670_HE.vmic.svs - Series 0 [d=2.31884,x=10017,y=114198,w=223,h=223].tif",stage4,0.2724768817424774,0.727523148059845
"/home/erensr/tiles/190433670_HE/190433670_HE.vmic.svs - Series 0 [d=2.31884,x=10017,y=114421,w=223,h=222].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/190433670_HE/190433670_HE.vmic.svs - Series 0 [d=2.31884,x=10017,y=114643,w=223,h=223].tif",stage4,0.27247366309165955,0.7275263071060181
"/home/erensr/tiles/190433670_HE/190433670_HE.vmic.svs - Series 0 [d=2.31884,x=10017,y=114866,w=223,h=223].tif",non_met,0.724731981754303,0.275268018245697
"/home/erensr/tiles/190433670_HE/190433670_HE.vmic.svs - Series 0 [d=2.31884,x=10017,y=115089,w=223,h=222].tif",stage4,0.27247685194015503,0.727523148059845
"/home/erensr/tiles/190433670_HE/190433670_HE.vmic.svs - Series 0 [d=2.31884,x=10017,y=115311,w=223,h=223].tif",stage4,0.27247685194015503,0.727523148059845
